date,site_id,region,utility_provider,rate_class,total_kwh,peak_kw,demand_charge,energy_charge,total_cost
2024-12-12,DC_TX_02,South,Oncor,Industrial Demand,108849.07,5584.53,75574.01,7839.3,83413.31
2024-12-13,DC_TX_02,South,Oncor,Industrial Demand,115272.47,5381.11,74080.85,9832.5,83913.35
2024-12-14,DC_TX_02,South,Oncor,Industrial Demand,105767.99,4879.45,92388.24,7272.72,99660.96
2024-12-15,DC_TX_02,South,Oncor,Industrial Demand,108699.89,5843.04,90525.64,9683.11,100208.75
2024-12-16,DC_TX_02,South,Oncor,Industrial Demand,112246.34,5627.94,80254.19,10993.27,91247.47
2024-12-17,DC_TX_02,South,Oncor,Industrial Demand,109953.22,5858.76,112139.4,11800.49,123939.89
2024-12-18,DC_TX_02,South,Oncor,Industrial Demand,110931.71,5805.76,92777.96,9297.94,102075.9
2024-12-19,DC_TX_02,South,Oncor,Industrial Demand,108763.14,5520.75,80892.94,7538.02,88430.97
2024-12-20,DC_TX_02,South,Oncor,Industrial Demand,116301.49,5531.18,69427.69,7391.88,76819.57
2024-12-21,DC_TX_02,South,Oncor,Industrial Demand,117517.17,5882.64,108752.46,9456.68,118209.14
2024-12-22,DC_TX_02,South,Oncor,Industrial Demand,116586.51,5666.29,102950.73,11038.52,113989.24
2024-12-23,DC_TX_02,South,Oncor,Industrial Demand,114789.84,5406.21,88190.26,11914.51,100104.77
2024-12-24,DC_TX_02,South,Oncor,Industrial Demand,110821.14,5472.0,71261.56,6857.45,78119.01
2024-12-25,DC_TX_02,South,Oncor,Industrial Demand,116544.44,5341.63,86428.03,9420.09,95848.12
2024-12-26,DC_TX_02,South,Oncor,Industrial Demand,108707.32,5863.92,84637.48,7751.51,92389.0
2024-12-27,DC_TX_02,South,Oncor,Industrial Demand,111784.14,5338.08,95203.39,6715.29,101918.67
2024-12-28,DC_TX_02,South,Oncor,Industrial Demand,119599.48,5705.19,102323.52,11140.97,113464.49
2024-12-29,DC_TX_02,South,Oncor,Industrial Demand,118500.69,5848.63,85403.81,8904.92,94308.73
2024-12-30,DC_TX_02,South,Oncor,Industrial Demand,117196.81,6169.22,92337.97,8096.04,100434.01
2024-12-31,DC_TX_02,South,Oncor,Industrial Demand,119625.43,6287.01,113379.81,13068.23,126448.04
2024-01-01,DC_CA_03,West,PG&E,GS-3 TOU,109534.66,5156.89,78981.73,8657.02,87638.74
2024-01-02,DC_CA_03,West,PG&E,GS-3 TOU,112088.13,5156.68,83232.8,8232.98,91465.78
2024-01-03,DC_CA_03,West,PG&E,GS-3 TOU,107023.09,5465.7,81404.39,8999.93,90404.32
2024-01-04,DC_CA_03,West,PG&E,GS-3 TOU,114729.8,5862.85,96623.99,7629.2,104253.19
2024-01-05,DC_CA_03,West,PG&E,GS-3 TOU,113128.82,5852.99,115768.45,7761.14,123529.59
2024-01-06,DC_CA_03,West,PG&E,GS-3 TOU,109717.14,5174.1,66155.42,7571.56,73726.98
2024-01-07,DC_CA_03,West,PG&E,GS-3 TOU,113878.04,5335.22,100322.17,7545.13,107867.31
2024-01-08,DC_CA_03,West,PG&E,GS-3 TOU,109043.83,5025.88,66026.85,6825.57,72852.42
2024-01-09,DC_CA_03,West,PG&E,GS-3 TOU,107824.91,5539.64,71743.8,7317.68,79061.48
2024-01-10,DC_CA_03,West,PG&E,GS-3 TOU,114192.41,5872.4,96274.89,9337.08,105611.97
2024-01-11,DC_CA_03,West,PG&E,GS-3 TOU,109392.0,5453.65,82338.61,9334.82,91673.43
2024-01-12,DC_CA_03,West,PG&E,GS-3 TOU,116270.97,5344.65,69454.05,11523.45,80977.5
2024-01-13,DC_CA_03,West,PG&E,GS-3 TOU,115299.76,5876.36,75100.55,11779.47,86880.02
2024-01-14,DC_CA_03,West,PG&E,GS-3 TOU,112869.21,5644.48,91860.16,10757.53,102617.68
2024-01-15,DC_CA_03,West,PG&E,GS-3 TOU,112904.08,5578.96,88471.84,8517.68,96989.52
2024-01-16,DC_CA_03,West,PG&E,GS-3 TOU,108385.05,5836.1,114502.65,10374.67,124877.33
2024-01-17,DC_CA_03,West,PG&E,GS-3 TOU,109835.48,5838.98,101698.85,11031.82,112730.67
2024-01-18,DC_CA_03,West,PG&E,GS-3 TOU,114572.64,5553.48,88922.99,11551.28,100474.27
2024-01-19,DC_CA_03,West,PG&E,GS-3 TOU,108527.74,5257.14,98862.86,11586.95,110449.8
2024-01-20,DC_CA_03,West,PG&E,GS-3 TOU,119104.21,6082.25,80909.24,8620.23,89529.46
2024-01-21,DC_CA_03,West,PG&E,GS-3 TOU,110297.45,5073.49,68651.6,8772.41,77424.01
2024-01-22,DC_CA_03,West,PG&E,GS-3 TOU,113087.29,6064.3,115366.51,9219.67,124586.17
2024-01-23,DC_CA_03,West,PG&E,GS-3 TOU,115533.38,5533.21,70113.31,8987.66,79100.97
2024-01-24,DC_CA_03,West,PG&E,GS-3 TOU,112650.18,5799.18,79119.38,7165.18,86284.56
2024-01-25,DC_CA_03,West,PG&E,GS-3 TOU,113426.78,6126.98,109476.29,11256.82,120733.11
2024-01-26,DC_CA_03,West,PG&E,GS-3 TOU,110601.76,5789.08,97307.56,10978.71,108286.27
2024-01-27,DC_CA_03,West,PG&E,GS-3 TOU,120894.54,5868.68,113370.24,12943.41,126313.64
2024-01-28,DC_CA_03,West,PG&E,GS-3 TOU,109828.49,5445.77,69841.83,11955.4,81797.24
2024-01-29,DC_CA_03,West,PG&E,GS-3 TOU,116246.84,6276.32,84846.56,10203.54,95050.1
2024-01-30,DC_CA_03,West,PG&E,GS-3 TOU,116869.85,5555.64,69958.53,10049.08,80007.61
2024-01-31,DC_CA_03,West,PG&E,GS-3 TOU,117364.02,5884.62,100306.93,11385.26,111692.19
2024-02-01,DC_CA_03,West,PG&E,GS-3 TOU,116936.41,6031.75,101109.56,7857.79,108967.35
2024-02-02,DC_CA_03,West,PG&E,GS-3 TOU,112755.42,6037.6,93238.71,7150.58,100389.28
2024-02-03,DC_CA_03,West,PG&E,GS-3 TOU,119081.79,5912.43,97123.72,7693.25,104816.97
2024-02-04,DC_CA_03,West,PG&E,GS-3 TOU,118667.64,6134.91,101282.97,9334.75,110617.73
2024-02-05,DC_CA_03,West,PG&E,GS-3 TOU,116646.05,5999.55,97229.0,10402.24,107631.25
2024-02-06,DC_CA_03,West,PG&E,GS-3 TOU,114494.61,5249.6,67911.54,7866.25,75777.79
2024-02-07,DC_CA_03,West,PG&E,GS-3 TOU,117047.26,5961.86,116330.52,8269.89,124600.4
2024-02-08,DC_CA_03,West,PG&E,GS-3 TOU,112040.6,5856.27,87776.34,10224.85,98001.19
2024-02-09,DC_CA_03,West,PG&E,GS-3 TOU,112754.02,5757.49,112214.26,8939.22,121153.48
2024-02-10,DC_CA_03,West,PG&E,GS-3 TOU,118762.07,6373.22,113480.32,8434.98,121915.29
2024-02-11,DC_CA_03,West,PG&E,GS-3 TOU,119856.97,6231.97,107937.47,8477.89,116415.37
2024-02-12,DC_CA_03,West,PG&E,GS-3 TOU,118645.14,6172.34,118017.96,9058.82,127076.78
2024-02-13,DC_CA_03,West,PG&E,GS-3 TOU,113925.48,5987.91,111004.04,11741.84,122745.88
2024-02-14,DC_CA_03,West,PG&E,GS-3 TOU,119214.51,5899.51,81610.19,13091.32,94701.5
2024-02-15,DC_CA_03,West,PG&E,GS-3 TOU,119816.07,6161.22,83990.93,11387.72,95378.66
2024-02-16,DC_CA_03,West,PG&E,GS-3 TOU,121288.32,6386.2,123203.73,7580.63,130784.36
2024-02-17,DC_CA_03,West,PG&E,GS-3 TOU,114009.52,5563.64,70197.31,6930.71,77128.02
2024-02-18,DC_CA_03,West,PG&E,GS-3 TOU,124752.6,6086.74,83526.88,10134.72,93661.6
2024-02-19,DC_CA_03,West,PG&E,GS-3 TOU,121175.94,6154.53,90251.73,9525.64,99777.38
2024-02-20,DC_CA_03,West,PG&E,GS-3 TOU,124820.25,6119.61,87305.01,10569.16,97874.18
2024-02-21,DC_CA_03,West,PG&E,GS-3 TOU,123825.31,6085.44,85359.66,10609.42,95969.08
2024-02-22,DC_CA_03,West,PG&E,GS-3 TOU,126429.82,6101.81,94089.77,12458.03,106547.8
2024-02-23,DC_CA_03,West,PG&E,GS-3 TOU,117179.47,6151.65,116398.68,8985.36,125384.05
2024-02-24,DC_CA_03,West,PG&E,GS-3 TOU,125919.22,6673.53,122118.91,7775.56,129894.47
2024-02-25,DC_CA_03,West,PG&E,GS-3 TOU,119995.45,6373.48,118987.44,11027.31,130014.75
2024-02-26,DC_CA_03,West,PG&E,GS-3 TOU,121229.38,6096.85,111401.09,8148.96,119550.06
2024-02-27,DC_CA_03,West,PG&E,GS-3 TOU,120422.43,6021.2,101100.57,11952.51,113053.09
2024-02-28,DC_CA_03,West,PG&E,GS-3 TOU,117929.59,5985.16,94303.33,9479.37,103782.7
2024-02-29,DC_CA_03,West,PG&E,GS-3 TOU,115980.97,5518.79,97702.89,8588.61,106291.5
2024-03-01,DC_CA_03,West,PG&E,GS-3 TOU,115925.2,5708.14,73606.66,12311.41,85918.07
2024-03-02,DC_CA_03,West,PG&E,GS-3 TOU,122233.33,6403.52,115098.26,13094.44,128192.7
2024-03-03,DC_CA_03,West,PG&E,GS-3 TOU,124878.85,6583.7,121447.99,10278.79,131726.78
2024-03-04,DC_CA_03,West,PG&E,GS-3 TOU,116312.86,6227.16,102293.8,9556.88,111850.68
2024-03-05,DC_CA_03,West,PG&E,GS-3 TOU,119475.15,6215.23,117971.77,7626.31,125598.08
2024-03-06,DC_CA_03,West,PG&E,GS-3 TOU,126642.98,6032.49,110339.46,12723.34,123062.8
2024-03-07,DC_CA_03,West,PG&E,GS-3 TOU,124382.1,6088.01,84344.88,9151.41,93496.28
2024-03-08,DC_CA_03,West,PG&E,GS-3 TOU,120666.24,6439.11,119966.88,7708.41,127675.29
2024-03-09,DC_CA_03,West,PG&E,GS-3 TOU,121169.79,6080.3,115981.79,12083.57,128065.36
2024-03-10,DC_CA_03,West,PG&E,GS-3 TOU,121247.63,6023.83,72924.51,9787.81,82712.32
2024-03-11,DC_CA_03,West,PG&E,GS-3 TOU,120770.89,5997.47,106607.66,9728.66,116336.32
2024-03-12,DC_CA_03,West,PG&E,GS-3 TOU,121989.27,6088.66,109139.36,9939.74,119079.1
2024-03-13,DC_CA_03,West,PG&E,GS-3 TOU,128015.98,6434.82,92495.97,12733.96,105229.92
2024-03-14,DC_CA_03,West,PG&E,GS-3 TOU,124161.7,6047.95,108012.18,10021.1,118033.27
2024-03-15,DC_CA_03,West,PG&E,GS-3 TOU,128488.73,6019.16,100262.0,11786.52,112048.53
2024-03-16,DC_CA_03,West,PG&E,GS-3 TOU,119149.88,5671.43,75631.06,9001.79,84632.85
2024-03-17,DC_CA_03,West,PG&E,GS-3 TOU,120808.03,5806.44,104487.56,9276.09,113763.64
2024-03-18,DC_CA_03,West,PG&E,GS-3 TOU,124983.14,6755.6,121809.61,10090.74,131900.35
2024-03-19,DC_CA_03,West,PG&E,GS-3 TOU,128806.3,6632.43,119574.43,10380.92,129955.34
2024-03-20,DC_CA_03,West,PG&E,GS-3 TOU,120608.65,5857.11,97247.21,10533.27,107780.48
2024-03-21,DC_CA_03,West,PG&E,GS-3 TOU,118443.52,6361.52,101565.62,11232.16,112797.78
2024-03-22,DC_CA_03,West,PG&E,GS-3 TOU,129871.42,6427.66,103474.2,14158.81,117633.01
2024-03-23,DC_CA_03,West,PG&E,GS-3 TOU,119764.15,6252.49,113694.58,11251.23,124945.81
2024-03-24,DC_CA_03,West,PG&E,GS-3 TOU,130282.19,6814.29,128507.09,11799.25,140306.33
2024-03-25,DC_CA_03,West,PG&E,GS-3 TOU,126898.27,6247.75,86064.04,13233.08,99297.11
2024-03-26,DC_CA_03,West,PG&E,GS-3 TOU,127495.48,6780.17,119183.22,12311.71,131494.93
2024-03-27,DC_CA_03,West,PG&E,GS-3 TOU,128047.49,6365.09,86740.16,13279.62,100019.78
2024-03-28,DC_CA_03,West,PG&E,GS-3 TOU,120308.37,5800.38,93296.11,10416.16,103712.28
2024-03-29,DC_CA_03,West,PG&E,GS-3 TOU,129042.43,6349.5,76873.01,10867.59,87740.61
2024-03-30,DC_CA_03,West,PG&E,GS-3 TOU,123970.48,6351.19,90485.72,7534.36,98020.08
2024-03-31,DC_CA_03,West,PG&E,GS-3 TOU,121506.77,5611.57,75496.91,10202.07,85698.98
2024-04-01,DC_CA_03,West,PG&E,GS-3 TOU,128264.99,6785.14,134709.87,11194.87,145904.74
2024-04-02,DC_CA_03,West,PG&E,GS-3 TOU,124656.37,6246.71,86531.79,13645.0,100176.78
2024-04-03,DC_CA_03,West,PG&E,GS-3 TOU,130875.44,6045.18,75927.6,10773.58,86701.18
2024-04-04,DC_CA_03,West,PG&E,GS-3 TOU,128252.06,6528.47,97899.86,12226.49,110126.35
2024-04-05,DC_CA_03,West,PG&E,GS-3 TOU,123786.48,5720.3,111169.99,9593.11,120763.11
2024-04-06,DC_CA_03,West,PG&E,GS-3 TOU,123950.33,6539.79,98004.87,12657.35,110662.22
2024-04-07,DC_CA_03,West,PG&E,GS-3 TOU,127160.89,5929.27,73459.28,8288.85,81748.13
2024-04-08,DC_CA_03,West,PG&E,GS-3 TOU,126556.81,6249.87,101051.59,11061.27,112112.86
2024-04-09,DC_CA_03,West,PG&E,GS-3 TOU,123690.72,6367.47,77154.77,12112.43,89267.2
2024-04-10,DC_CA_03,West,PG&E,GS-3 TOU,121923.32,6312.82,109210.97,9672.3,118883.27
2024-04-11,DC_CA_03,West,PG&E,GS-3 TOU,123703.07,6072.54,85415.39,8403.64,93819.03
2024-04-12,DC_CA_03,West,PG&E,GS-3 TOU,126971.97,6277.88,118153.94,12534.06,130687.99
2024-04-13,DC_CA_03,West,PG&E,GS-3 TOU,126189.37,6581.06,100820.28,9507.77,110328.04
2024-04-14,DC_CA_03,West,PG&E,GS-3 TOU,128355.41,6296.06,84889.66,11478.21,96367.87
2024-04-15,DC_CA_03,West,PG&E,GS-3 TOU,126947.07,6729.8,119755.08,13130.39,132885.46
2024-04-16,DC_CA_03,West,PG&E,GS-3 TOU,128790.67,6501.7,84972.1,11492.43,96464.53
2024-04-17,DC_CA_03,West,PG&E,GS-3 TOU,125000.95,6198.77,95762.94,13490.71,109253.66
2024-04-18,DC_CA_03,West,PG&E,GS-3 TOU,126328.81,6351.45,114236.23,11601.8,125838.03
2024-04-19,DC_CA_03,West,PG&E,GS-3 TOU,122250.67,6141.8,96456.41,12383.49,108839.9
2024-04-20,DC_CA_03,West,PG&E,GS-3 TOU,122917.52,6304.35,78836.63,12437.82,91274.45
2024-04-21,DC_CA_03,West,PG&E,GS-3 TOU,129173.46,6804.91,135189.37,10731.23,145920.6
2024-04-22,DC_CA_03,West,PG&E,GS-3 TOU,129286.55,6759.17,89253.9,12591.47,101845.37
2024-04-23,DC_CA_03,West,PG&E,GS-3 TOU,122115.09,6069.11,92990.47,8938.85,101929.32
2024-04-24,DC_CA_03,West,PG&E,GS-3 TOU,130531.98,6879.39,129779.46,11943.94,141723.39
2024-04-25,DC_CA_03,West,PG&E,GS-3 TOU,129195.0,6383.29,102857.89,9050.53,111908.42
2024-04-26,DC_CA_03,West,PG&E,GS-3 TOU,128573.04,6360.53,81126.13,12000.83,93126.96
2024-04-27,DC_CA_03,West,PG&E,GS-3 TOU,128693.0,6770.02,133627.34,12269.83,145897.17
2024-04-28,DC_CA_03,West,PG&E,GS-3 TOU,129649.24,6917.97,127365.22,13830.79,141196.02
2024-04-29,DC_CA_03,West,PG&E,GS-3 TOU,127701.85,5859.09,97080.96,10636.45,107717.41
2024-04-30,DC_CA_03,West,PG&E,GS-3 TOU,123019.03,5964.48,114122.48,13293.19,127415.67
2024-05-01,DC_CA_03,West,PG&E,GS-3 TOU,129818.35,6389.24,80771.35,7878.02,88649.36
2024-05-02,DC_CA_03,West,PG&E,GS-3 TOU,123040.59,5655.5,109336.84,7487.94,116824.78
2024-05-03,DC_CA_03,West,PG&E,GS-3 TOU,127933.98,6193.02,99664.86,8524.53,108189.39
2024-05-04,DC_CA_03,West,PG&E,GS-3 TOU,119102.95,6390.28,97251.69,9616.46,106868.15
2024-05-05,DC_CA_03,West,PG&E,GS-3 TOU,123878.97,5749.36,102706.65,11386.47,114093.13
2024-05-06,DC_CA_03,West,PG&E,GS-3 TOU,127399.6,5986.12,99105.46,11331.18,110436.64
2024-05-07,DC_CA_03,West,PG&E,GS-3 TOU,129747.2,6356.67,107734.22,10194.8,117929.01
2024-05-08,DC_CA_03,West,PG&E,GS-3 TOU,126740.99,6304.61,100578.57,10412.15,110990.72
2024-05-09,DC_CA_03,West,PG&E,GS-3 TOU,129526.8,6434.42,103156.88,13858.93,117015.8
2024-05-10,DC_CA_03,West,PG&E,GS-3 TOU,130559.76,6890.11,130285.97,10199.53,140485.5
2024-05-11,DC_CA_03,West,PG&E,GS-3 TOU,120008.76,6425.52,79902.11,10990.66,90892.77
2024-05-12,DC_CA_03,West,PG&E,GS-3 TOU,126606.99,6830.71,112279.78,8038.28,120318.07
2024-05-13,DC_CA_03,West,PG&E,GS-3 TOU,127823.0,6721.64,91638.29,10314.21,101952.5
2024-05-14,DC_CA_03,West,PG&E,GS-3 TOU,118950.23,6026.54,118059.65,9830.71,127890.36
2024-05-15,DC_CA_03,West,PG&E,GS-3 TOU,119101.71,6139.09,82088.72,7294.78,89383.49
2024-05-16,DC_CA_03,West,PG&E,GS-3 TOU,123915.3,6149.17,118566.38,11683.36,130249.74
2024-05-17,DC_CA_03,West,PG&E,GS-3 TOU,126138.04,6783.64,113123.9,13128.55,126252.44
2024-05-18,DC_CA_03,West,PG&E,GS-3 TOU,128470.73,6576.18,117874.83,8212.86,126087.69
2024-05-19,DC_CA_03,West,PG&E,GS-3 TOU,119198.64,6053.39,75862.38,11339.61,87201.98
2024-05-20,DC_CA_03,West,PG&E,GS-3 TOU,120796.95,6458.28,90224.04,10970.26,101194.3
2024-05-21,DC_CA_03,West,PG&E,GS-3 TOU,126409.4,6422.42,127224.81,10754.76,137979.57
2024-05-22,DC_CA_03,West,PG&E,GS-3 TOU,126220.92,6180.03,117894.37,12622.56,130516.93
2024-05-23,DC_CA_03,West,PG&E,GS-3 TOU,119206.13,5662.84,99267.86,8441.15,107709.01
2024-05-24,DC_CA_03,West,PG&E,GS-3 TOU,125021.1,6375.03,116071.95,13382.09,129454.04
2024-05-25,DC_CA_03,West,PG&E,GS-3 TOU,119041.87,5800.82,87985.02,9734.02,97719.04
2024-05-26,DC_CA_03,West,PG&E,GS-3 TOU,125627.63,6691.65,109843.6,9460.08,119303.69
2024-05-27,DC_CA_03,West,PG&E,GS-3 TOU,126999.96,6261.33,98926.54,8687.55,107614.09
2024-05-28,DC_CA_03,West,PG&E,GS-3 TOU,117832.65,6326.03,98101.82,7510.78,105612.6
2024-05-29,DC_CA_03,West,PG&E,GS-3 TOU,123573.33,6678.42,86254.84,8440.19,94695.03
2024-05-30,DC_CA_03,West,PG&E,GS-3 TOU,117043.45,5516.23,94022.19,8235.6,102257.8
2024-05-31,DC_CA_03,West,PG&E,GS-3 TOU,119527.63,5498.79,82068.15,12111.84,94179.99
2024-06-01,DC_CA_03,West,PG&E,GS-3 TOU,121058.89,5853.68,78210.58,13167.41,91377.99
2024-06-02,DC_CA_03,West,PG&E,GS-3 TOU,127624.08,6675.59,132803.15,8145.48,140948.63
2024-06-03,DC_CA_03,West,PG&E,GS-3 TOU,119811.02,5589.77,98678.4,12156.71,110835.11
2024-06-04,DC_CA_03,West,PG&E,GS-3 TOU,123926.61,5841.05,106566.81,10400.52,116967.33
2024-06-05,DC_CA_03,West,PG&E,GS-3 TOU,119962.51,5809.87,77817.15,7216.59,85033.74
2024-06-06,DC_CA_03,West,PG&E,GS-3 TOU,126827.42,6279.8,95237.38,13851.04,109088.42
2024-06-07,DC_CA_03,West,PG&E,GS-3 TOU,124737.61,6010.19,81292.67,9753.29,91045.96
2024-06-08,DC_CA_03,West,PG&E,GS-3 TOU,120114.34,6053.0,104799.29,13163.17,117962.46
2024-06-09,DC_CA_03,West,PG&E,GS-3 TOU,118183.65,5461.03,90109.43,7837.68,97947.11
2024-06-10,DC_CA_03,West,PG&E,GS-3 TOU,124942.67,6705.69,108512.07,7595.41,116107.48
2024-06-11,DC_CA_03,West,PG&E,GS-3 TOU,121226.66,6218.98,108809.28,10665.39,119474.68
2024-06-12,DC_CA_03,West,PG&E,GS-3 TOU,123364.97,5774.52,74987.12,12334.76,87321.88
2024-06-13,DC_CA_03,West,PG&E,GS-3 TOU,123716.47,6099.37,117268.87,10601.58,127870.45
2024-06-14,DC_CA_03,West,PG&E,GS-3 TOU,125894.14,6628.18,118577.52,10764.88,129342.41
2024-06-15,DC_CA_03,West,PG&E,GS-3 TOU,121186.65,6432.59,127120.15,9711.75,136831.91
2024-06-16,DC_CA_03,West,PG&E,GS-3 TOU,126116.43,6559.74,85625.77,9328.93,94954.7
2024-06-17,DC_CA_03,West,PG&E,GS-3 TOU,125031.55,5902.85,94009.44,12842.37,106851.81
2024-06-18,DC_CA_03,West,PG&E,GS-3 TOU,119479.07,6375.39,105913.86,10776.12,116689.98
2024-06-19,DC_CA_03,West,PG&E,GS-3 TOU,121170.53,5928.44,83130.87,12030.07,95160.94
2024-06-20,DC_CA_03,West,PG&E,GS-3 TOU,125599.02,6692.32,119362.26,9655.3,129017.56
2024-06-21,DC_CA_03,West,PG&E,GS-3 TOU,121053.13,5888.88,71855.53,13246.37,85101.9
2024-06-22,DC_CA_03,West,PG&E,GS-3 TOU,117058.38,5872.5,98138.1,10078.45,108216.55
2024-06-23,DC_CA_03,West,PG&E,GS-3 TOU,122897.84,6271.35,77941.09,11062.54,89003.62
2024-06-24,DC_CA_03,West,PG&E,GS-3 TOU,118255.17,5648.71,92834.86,8664.38,101499.24
2024-06-25,DC_CA_03,West,PG&E,GS-3 TOU,115992.24,5600.44,109701.61,8334.53,118036.14
2024-06-26,DC_CA_03,West,PG&E,GS-3 TOU,124748.39,6351.71,116150.58,13251.54,129402.12
2024-06-27,DC_CA_03,West,PG&E,GS-3 TOU,120361.63,5523.03,97315.26,11870.76,109186.02
2024-06-28,DC_CA_03,West,PG&E,GS-3 TOU,120512.61,6287.17,110859.52,10321.44,121180.96
2024-06-29,DC_CA_03,West,PG&E,GS-3 TOU,124168.09,6079.9,96095.81,11846.39,107942.2
2024-06-30,DC_CA_03,West,PG&E,GS-3 TOU,120912.77,6310.53,108369.52,7529.56,115899.07
2024-07-01,DC_CA_03,West,PG&E,GS-3 TOU,115446.89,5935.93,107965.11,9630.18,117595.29
2024-07-02,DC_CA_03,West,PG&E,GS-3 TOU,114075.83,5823.88,109627.84,8432.89,118060.72
2024-07-03,DC_CA_03,West,PG&E,GS-3 TOU,123461.41,6683.79,120507.84,12321.49,132829.33
2024-07-04,DC_CA_03,West,PG&E,GS-3 TOU,114875.59,5586.79,101607.22,9567.31,111174.53
2024-07-05,DC_CA_03,West,PG&E,GS-3 TOU,122989.53,5830.87,102419.24,13051.45,115470.69
2024-07-06,DC_CA_03,West,PG&E,GS-3 TOU,119245.47,5664.0,93726.32,7485.78,101212.1
2024-07-07,DC_CA_03,West,PG&E,GS-3 TOU,119573.71,5690.49,107276.9,10501.3,117778.2
2024-07-08,DC_CA_03,West,PG&E,GS-3 TOU,121580.89,6512.03,94713.54,9519.09,104232.63
2024-07-09,DC_CA_03,West,PG&E,GS-3 TOU,120420.14,5951.88,84888.12,7752.34,92640.46
2024-07-10,DC_CA_03,West,PG&E,GS-3 TOU,116385.06,5618.02,80619.75,8916.29,89536.04
2024-07-11,DC_CA_03,West,PG&E,GS-3 TOU,111818.34,5718.66,98515.82,10048.51,108564.34
2024-07-12,DC_CA_03,West,PG&E,GS-3 TOU,113441.9,5478.92,92029.48,10321.03,102350.52
2024-07-13,DC_CA_03,West,PG&E,GS-3 TOU,116969.33,5702.66,83932.64,12357.41,96290.04
2024-07-14,DC_CA_03,West,PG&E,GS-3 TOU,116229.9,5984.01,88414.31,10129.56,98543.87
2024-07-15,DC_CA_03,West,PG&E,GS-3 TOU,115850.98,6076.85,79837.88,8562.14,88400.02
2024-07-16,DC_CA_03,West,PG&E,GS-3 TOU,114279.58,6046.85,120535.32,7365.26,127900.58
2024-07-17,DC_CA_03,West,PG&E,GS-3 TOU,116787.08,6311.22,98597.07,12490.36,111087.43
2024-07-18,DC_CA_03,West,PG&E,GS-3 TOU,112663.27,5318.54,94037.38,8111.7,102149.07
2024-07-19,DC_CA_03,West,PG&E,GS-3 TOU,113387.96,5519.56,106559.87,9347.58,115907.46
2024-07-20,DC_CA_03,West,PG&E,GS-3 TOU,112280.35,5150.89,99093.41,7074.2,106167.62
2024-07-21,DC_CA_03,West,PG&E,GS-3 TOU,117445.37,5650.14,81102.87,8087.24,89190.12
2024-07-22,DC_CA_03,West,PG&E,GS-3 TOU,111144.64,5966.18,93663.86,11026.69,104690.56
2024-07-23,DC_CA_03,West,PG&E,GS-3 TOU,119671.83,5733.73,108075.51,11471.27,119546.78
2024-07-24,DC_CA_03,West,PG&E,GS-3 TOU,113668.03,5927.28,85298.65,8497.1,93795.74
2024-07-25,DC_CA_03,West,PG&E,GS-3 TOU,110656.7,5477.56,106931.65,10676.78,117608.43
2024-07-26,DC_CA_03,West,PG&E,GS-3 TOU,116241.12,6163.82,82513.44,11754.85,94268.29
2024-07-27,DC_CA_03,West,PG&E,GS-3 TOU,114749.58,5371.16,105270.49,10798.81,116069.3
2024-07-28,DC_CA_03,West,PG&E,GS-3 TOU,110614.07,5746.29,95784.04,10133.57,105917.61
2024-07-29,DC_CA_03,West,PG&E,GS-3 TOU,113388.23,5532.53,76034.98,7059.83,83094.81
2024-07-30,DC_CA_03,West,PG&E,GS-3 TOU,108965.84,5522.22,104834.73,7114.67,111949.4
2024-07-31,DC_CA_03,West,PG&E,GS-3 TOU,114654.2,5923.5,97646.82,9234.58,106881.4
2024-08-01,DC_CA_03,West,PG&E,GS-3 TOU,119320.56,5551.12,101251.99,8674.23,109926.23
2024-08-02,DC_CA_03,West,PG&E,GS-3 TOU,109557.54,5090.46,64839.0,8553.93,73392.93
2024-08-03,DC_CA_03,West,PG&E,GS-3 TOU,114984.04,5486.92,100235.04,12048.59,112283.63
2024-08-04,DC_CA_03,West,PG&E,GS-3 TOU,116166.88,5921.55,81625.62,11985.32,93610.94
2024-08-05,DC_CA_03,West,PG&E,GS-3 TOU,118017.56,6185.59,102000.62,11495.86,113496.48
2024-08-06,DC_CA_03,West,PG&E,GS-3 TOU,110770.66,5467.96,67005.64,11041.46,78047.09
2024-08-07,DC_CA_03,West,PG&E,GS-3 TOU,116741.14,5584.19,72179.02,7846.81,80025.83
2024-08-08,DC_CA_03,West,PG&E,GS-3 TOU,108062.68,5424.37,108028.87,7663.05,115691.92
2024-08-09,DC_CA_03,West,PG&E,GS-3 TOU,114156.42,5363.34,102879.31,10780.72,113660.03
2024-08-10,DC_CA_03,West,PG&E,GS-3 TOU,115978.69,5389.57,98906.31,12153.9,111060.21
2024-08-11,DC_CA_03,West,PG&E,GS-3 TOU,109231.13,5053.57,66951.08,9597.65,76548.74
2024-08-12,DC_CA_03,West,PG&E,GS-3 TOU,116770.71,5700.68,94206.66,12336.2,106542.85
2024-08-13,DC_CA_03,West,PG&E,GS-3 TOU,109304.79,5136.96,92953.64,9708.85,102662.49
2024-08-14,DC_CA_03,West,PG&E,GS-3 TOU,115961.16,5581.36,67724.54,8141.9,75866.44
2024-08-15,DC_CA_03,West,PG&E,GS-3 TOU,114707.03,5330.6,89625.75,9295.63,98921.39
2024-08-16,DC_CA_03,West,PG&E,GS-3 TOU,117513.07,5691.36,98080.73,8518.36,106599.09
